source_id,name,address,facility_type,business_type,risk_class,latest_inspection_date,latest_remark,inspection_count,latitude,longitude,source
603AE828-19CC-4995-A52F-B087FDE1BBD4,1:an Godis,Svandammsvägen 1,,Detaljhandel,8.0,2024-02-15,Utan avvikelse,8,59.30173686923414,18.016113278767396,Stockholms stad livsmedelskontroll
19564F42-B203-44B0-AD78-07E5672AFE96,66:ans Corner,Västerlånggatan 66,,"Restaurang-, catering- och barverksamhet",5.0,2025-09-24,Utan avvikelse,22,59.323252978429565,18.071835468388766,Stockholms stad livsmedelskontroll
1BF921FB-B3C1-4987-9C59-6B37578CB33D,7 Eleven 4015210,Frescativägen 20A,,Detaljhandel,7.0,2025-01-15,Utan avvikelse,8,59.36525126081347,18.054784085149095,Stockholms stad livsmedelskontroll
75F0D299-AC88-4677-89A1-00DE9A555AB9,7 Eleven 4115167,Universitetsvägen 10A,,Detaljhandel,7.0,2025-04-01,Utan avvikelse,8,59.36252315181659,18.058607367470017,Stockholms stad livsmedelskontroll
2A5C4E01-FD70-488E-A4FB-9218B3E69E78,"7 Eleven 4115202, Norrlandsgatan",Norrlandsgatan 7,,Detaljhandel,,2025-03-11,Utan avvikelse,8,59.33381309259524,18.07116885316621,Stockholms stad livsmedelskontroll
3A42FDC0-888E-4353-8A1D-718D0DD2C960,7 Eleven 4319136,Birger Jarlsgatan 39,,Detaljhandel,5.0,2025-02-11,Utan avvikelse,8,59.33874862051101,18.068037551633193,Stockholms stad livsmedelskontroll
E2CC7F6F-0662-462B-9664-1A0B19C144C1,7 Eleven 4515108,Fleminggatan 19,,Detaljhandel,,2024-05-16,Utan avvikelse,7,59.33272722253867,18.044939616004754,Stockholms stad livsmedelskontroll
76250548-256A-4C2A-8EAA-775DBDC72877,7 Eleven 4619124,Sveavägen 71,,Detaljhandel,5.0,2024-06-20,Utan avvikelse,5,59.34322473281646,18.05588529751186,Stockholms stad livsmedelskontroll
286D87AC-B672-4DEB-9872-332DA5C56B1A,7 Eleven 4918116,Odengatan 32,,Detaljhandel,,2025-08-28,Utan avvikelse,11,59.345225028728166,18.059790222503203,Stockholms stad livsmedelskontroll
53E6F20E-FB7A-486F-AAE2-23B330AB2A6F,"7-Eleven 4819114, Rörstrandsgatan 10",Rörstrandsgatan 10,,"Restaurang-, catering- och barverksamhet",,2024-11-11,Utan avvikelse,7,59.34002455385542,18.034291119546804,Stockholms stad livsmedelskontroll
7AE8C8B2-C54B-40B8-9EFB-72BE348B072E,7-Eleven 4915183,Västra järnvägsgatan 1,,Detaljhandel,,2025-09-18,Utan avvikelse,9,59.33045572286558,18.054602289200826,Stockholms stad livsmedelskontroll
19FBA279-5724-4D3D-BF35-E6C547D6A801,800 grader,Sigtunagatan 17,,"Restaurang-, catering- och barverksamhet",5.0,2025-08-21,Utan avvikelse,9,59.34219804479875,18.040717711380157,Stockholms stad livsmedelskontroll
D8C978CE-F42B-490F-A078-3C5F242D1196,96:ans Spel och Tobak,Personnevägen 86,,Detaljhandel,8.0,2024-11-14,Utan avvikelse,8,59.294455702140986,17.976554747213864,Stockholms stad livsmedelskontroll
56FE0F6C-4097-4F53-A007-4C0207D23396,A Bergmark AB,Rusthållarvägen 135,,Partihandel,8.0,2024-08-23,Utan avvikelse,5,59.27392077313541,18.135272792762066,Stockholms stad livsmedelskontroll
1407C535-245E-41B2-BBEF-7A2A7ACC2F7D,A H Glassbar,Skånegatan 83,,"Restaurang-, catering- och barverksamhet",8.0,2025-07-17,,9,59.312940632073705,18.083876320388672,Stockholms stad livsmedelskontroll
26A8DD39-A3E9-461D-BB4D-9F5B5C193709,A la Lo cafe & cantine,Birger Jarlsgatan 77,,"Restaurang-, catering- och barverksamhet",7.0,2025-09-02,Utan avvikelse,8,59.34543895434726,18.06247961253835,Stockholms stad livsmedelskontroll
0D498557-A85F-433E-A831-F2C2CF173EA2,A38 matateljé,Artillerigatan 38,,"Restaurang-, catering- och barverksamhet",,2024-05-14,Utan avvikelse,6,59.336040486048475,18.082705911048517,Stockholms stad livsmedelskontroll
C666717E-2633-4F40-8E43-F3B25C6018C4,ADOLF FREDRIKS FÖRSAMLINGSHUS,Kammakargatan 30,,"Restaurang-, catering- och barverksamhet",7.0,2025-05-05,Utan avvikelse,9,59.338411870964826,18.059092979183415,Stockholms stad livsmedelskontroll
252F66E0-05E5-4EA9-9C0F-51E7366BF21E,AMI by Niklas & Friends,Klarabergsgatan 33,,"Restaurang-, catering- och barverksamhet",,2025-10-15,Utan avvikelse,24,59.33182987451111,18.06171300856295,Stockholms stad livsmedelskontroll
989D0DBF-375F-4486-97A8-70524406CBEA,AOE Restaurang.,Hässelby torg 8,,"Restaurang-, catering- och barverksamhet",,2025-05-16,,21,59.36720923076742,17.843362542706373,Stockholms stad livsmedelskontroll
A9813863-E084-4EC3-80CB-3D073E7071AF,ARJ Sushi,Sveavägen 151,,"Restaurang-, catering- och barverksamhet",7.0,2025-03-25,Utan avvikelse,9,59.34998700921108,18.04765581785574,Stockholms stad livsmedelskontroll
2D9CC276-B862-4472-B1C4-0145E9B7B4B0,Abrahamsbergs Sushi,Abrahamsbergsvägen 9,,"Restaurang-, catering- och barverksamhet",7.0,2024-05-23,Utan avvikelse,10,59.33625335742352,17.95278835605118,Stockholms stad livsmedelskontroll
A0F9018B-5B04-4A13-B849-7BE2C5A8D93E,Academica Förskolan Vinterelvan,Örnbacken 4,,"Restaurang-, catering- och barverksamhet",5.0,2025-01-30,Utan avvikelse,8,59.3095563455547,17.990551904971696,Stockholms stad livsmedelskontroll
BAE79F6E-8581-4F37-8431-C9B67F7C00FA,Adeocare AB,Armfeltsgatan 20,,"Restaurang-, catering- och barverksamhet",8.0,2024-03-25,Utan avvikelse,5,59.34386058820197,18.09050776636272,Stockholms stad livsmedelskontroll
CFCA96C9-ADC8-41F7-9E8C-90347FDF9945,Adolf Fredriks & Gustav Vasa Barnkrubba,Norrtullsgatan 7,,"Restaurang-, catering- och barverksamhet",5.0,2025-01-21,Utan avvikelse,9,59.34163747204614,18.052034164869863,Stockholms stad livsmedelskontroll
77466E4A-F303-4B85-9868-4F5AE46235F1,Afghan Sheeryakh,Vårbergsplan 27,,"Restaurang-, catering- och barverksamhet",,2025-01-29,Utan avvikelse,8,59.275613934729805,17.889559391397604,Stockholms stad livsmedelskontroll
066D1D6B-1499-4F77-A5C1-64E45365709F,African Caribbean Catering,Flyglärargatan 11,,"Restaurang-, catering- och barverksamhet",7.0,2025-10-16,Utan avvikelse,1,59.26762147732002,18.123902635689724,Stockholms stad livsmedelskontroll
EE0FC3C4-6395-447C-8C09-2E1E74236B6A,"African Caribbean catering, Food truck",,,"Restaurang-, catering- och barverksamhet",7.0,2024-09-17,Utan avvikelse,8,,,Stockholms stad livsmedelskontroll
81411F8A-8F2E-4804-9A12-EA7D17CE3939,Agaton Restaurang & Bar,Västerlånggatan 72,,"Restaurang-, catering- och barverksamhet",6.0,2024-08-28,Utan avvikelse,13,59.322956498273946,18.07229149479954,Stockholms stad livsmedelskontroll
8F8060FC-F6FB-47E4-8D92-BB7031D46749,Agenda CFO AB,Stavgårdsgatan 45,,Partihandel,8.0,2024-04-19,Utan avvikelse,4,59.33056992640343,17.967313601398914,Stockholms stad livsmedelskontroll
DCFE72E4-0D94-4B6A-8138-58AABECF30A1,Agnes,Norra Agnegatan 43,,"Restaurang-, catering- och barverksamhet",6.0,2025-06-26,Utan avvikelse,21,59.33261930489866,18.042972590114818,Stockholms stad livsmedelskontroll
81755068-83CF-4CBD-A7DE-A937A81FE1E3,Agrell & Hartley Selection Ab,Ragvaldsgatan 18A,,Partihandel,8.0,2025-03-25,Utan avvikelse,4,59.31766238932422,18.068416879292755,Stockholms stad livsmedelskontroll
98B0C5A8-C65F-4ABF-9E20-66EA605446C9,Ai Ramen Kita,Tegeluddsvägen 1,,"Restaurang-, catering- och barverksamhet",4.0,2024-09-03,Utan avvikelse,8,59.34980663249173,18.099201535418604,Stockholms stad livsmedelskontroll
59B18545-DEF6-4242-94B4-7C52D470072C,Ai Ramen Klara,Gamla Brogatan 27,,"Restaurang-, catering- och barverksamhet",7.0,2025-03-14,Utan avvikelse,12,59.333394466819875,18.057959856446985,Stockholms stad livsmedelskontroll
3198BF84-0E93-4BA5-9BEA-660B8C684112,Aiyara Restaurang,Rindögatan 17,,"Restaurang-, catering- och barverksamhet",6.0,2024-10-10,Utan avvikelse,9,59.34675568081838,18.096561553833855,Stockholms stad livsmedelskontroll
A90888BB-20B2-411D-910F-C7591D190F9A,Al Dente Haga (Nr 8),Alfhild tamms gata 8,,"Restaurang-, catering- och barverksamhet",,2025-06-19,Utan avvikelse,8,59.349371854472444,18.03716519970821,Stockholms stad livsmedelskontroll
FF7345C5-D2AB-408D-BBC2-CE116469ECC6,Alla ska få mat.,Sickla kanalgata 19C,,"Restaurang-, catering- och barverksamhet",,2025-03-05,Utan avvikelse,8,59.30598294239118,18.103857801138872,Stockholms stad livsmedelskontroll
5B5D42D9-3796-4FBB-A811-0A49EC02D928,Allegrillen,Rinkebysvängen 61,,"Restaurang-, catering- och barverksamhet",6.0,2025-09-17,,21,59.38645224187492,17.93637157426654,Stockholms stad livsmedelskontroll
11E89DFA-11A3-444D-BEA7-87A7CAA0F526,Alshammar Import 4,Drakenbergsgatan 55,,Partihandel,8.0,2024-03-05,Utan avvikelse,4,59.31495472842282,18.038560449418785,Stockholms stad livsmedelskontroll
1A74AF09-5E94-498A-92F8-C9257199E053,Alströmerhemmet,Fridhemsgatan 58,,"Restaurang-, catering- och barverksamhet",3.0,2025-04-23,,13,59.33559380218056,18.031626092129613,Stockholms stad livsmedelskontroll
2986B98A-57B5-4E43-AA0D-2B655840A5DD,Alviksgrillen,Gustavslundsvägen 166,,"Restaurang-, catering- och barverksamhet",6.0,2025-09-15,,28,59.332912014895896,17.97942709155498,Stockholms stad livsmedelskontroll
31D7E637-8775-44FB-9E11-E5F1854D8CD1,"Amazon EU S.à r.l., Sverige Filial",Malmskillnadsgatan 36,,Övrigt,8.0,2024-09-17,,4,59.33297197664742,18.066546472646788,Stockholms stad livsmedelskontroll
E395F361-624D-4414-9235-91CCF2D01617,American Fried Chicken,Edvard Griegsgången 18,,"Restaurang-, catering- och barverksamhet",6.0,2025-04-15,Utan avvikelse,15,59.409462712938456,17.926326919267098,Stockholms stad livsmedelskontroll
331A359A-A39A-4FE8-9511-0BCB44A7387F,Amida Kolgrill,Folkungagatan 76,,"Restaurang-, catering- och barverksamhet",5.0,2025-08-21,Utan avvikelse,21,59.31472139008458,18.07843732560017,Stockholms stad livsmedelskontroll
FE38F2A2-8A4D-4F75-A557-AC937645BE80,Amouris Corner,Torsgatan 48T,,"Restaurang-, catering- och barverksamhet",,2025-02-28,,12,59.341720099159026,18.03772231185218,Stockholms stad livsmedelskontroll
35508843-4E36-4831-9915-83A81AA884F6,Angelos Pizzeria,Rosenlundsgatan 18,,"Restaurang-, catering- och barverksamhet",,2025-06-04,Utan avvikelse,25,59.31702004256429,18.05541274394305,Stockholms stad livsmedelskontroll
78D5ED92-E14C-4DDD-AFC3-A4759775FEA9,Animo,Kungstensgatan 9,,"Restaurang-, catering- och barverksamhet",6.0,2025-05-02,,21,59.342999854730685,18.064275348690646,Stockholms stad livsmedelskontroll
D181E456-C1C4-419C-BD8F-904B3069C960,Anjas Vedung,Björksundsslingan 21,,"Restaurang-, catering- och barverksamhet",,2025-01-15,Utan avvikelse,6,59.26641053048557,18.052215744807548,Stockholms stad livsmedelskontroll
E8D261A4-DBCA-4603-AC4A-72A74D156D28,Anora Sweden AB,Birger jarlsgatan 43,,Övrigt,8.0,2025-09-01,Utan avvikelse,12,59.34098049657292,18.11185111220308,Stockholms stad livsmedelskontroll
95F14719-F7C1-4877-8537-912D57A8D9B9,"Apohem AB, Samlingsobjekt",Norra Stationsgatan 99,,Övrigt,8.0,2025-06-19,Utan avvikelse,11,59.34449894656364,18.030035077230007,Stockholms stad livsmedelskontroll
02B15AED-4139-47A3-BF51-ED41172CB926,Apoteket Sankt Eriksplan,Sankt eriksplan 17,,Detaljhandel,,2024-01-24,Utan avvikelse,4,59.339247865912675,18.036755609588106,Stockholms stad livsmedelskontroll
E61ACB38-06F6-433A-A251-3FE109D0D7B1,Arena Pizzeria,Hedinsgatan 11,,"Restaurang-, catering- och barverksamhet",7.0,2024-10-29,,9,59.34282584705512,18.09394947770749,Stockholms stad livsmedelskontroll
64B1A62B-D341-4785-B46E-A80B72C970C1,Arno Holm Matgrossisten,Åbyvägen 20A,,Partihandel,7.0,2025-03-17,Utan avvikelse,9,59.290891829505085,18.024232417190415,Stockholms stad livsmedelskontroll
D141221E-D36C-4896-8F34-4F11BF9ED5A4,Arontorps kroppkakor,Bryggerivägen 15,,"Restaurang-, catering- och barverksamhet",,2024-08-23,Utan avvikelse,9,59.34887624870748,17.96337261533626,Stockholms stad livsmedelskontroll
EC4911F6-A3CF-49D7-AC4B-EC908C667037,Aroy Thai Takeaway AB,Folkungagatan 73,,"Restaurang-, catering- och barverksamhet",6.0,2025-04-02,Utan avvikelse,15,59.31505309990448,18.079140467969317,Stockholms stad livsmedelskontroll
179917E0-6974-41CD-BD5C-6E165707CFBF,Arya Restaurang & Pizzeria,Vårbergsplan 5,,"Restaurang-, catering- och barverksamhet",7.0,2025-04-03,Utan avvikelse,22,59.27612396942233,17.887730202099647,Stockholms stad livsmedelskontroll
61DBDB7E-5A2E-4485-818F-B5A5186C2B6A,"Authentic Jamaica, Food Truck",,,"Restaurang-, catering- och barverksamhet",,2025-08-21,Utan avvikelse,18,,,Stockholms stad livsmedelskontroll
88C70DCC-CB5F-41EB-87C9-2226D1E7EA3D,Axfood AB Huvudkontor,Solnavägen 4,,Övrigt,8.0,2025-10-01,Utan avvikelse,23,59.34640108642683,18.033692488564952,Stockholms stad livsmedelskontroll
1319FFB2-3A0A-47BF-B5A6-43947BEE1C72,Aya's Cafe & Konditori,Sofielundsvägen 27,,"Restaurang-, catering- och barverksamhet",,2025-06-05,,19,59.28954550344399,18.09430698492242,Stockholms stad livsmedelskontroll
951D0B70-7C76-4D60-A153-92807AEAE83C,Ayfer´s gatukök,Stora Nygatan 21A,,"Restaurang-, catering- och barverksamhet",7.0,2025-06-26,Utan avvikelse,9,59.324538159411595,18.06901031946236,Stockholms stad livsmedelskontroll
7F8516DB-3B13-4B02-8DC0-C0335C036885,Ayurvedabutiken,Folkungagatan 68,,Detaljhandel,,2025-08-08,Utan avvikelse,11,59.31451770251778,18.076838566827465,Stockholms stad livsmedelskontroll
47A7B154-4CE4-4B1F-B503-E3F0C0D194C6,BG Gastronomisk Catering AB,Jägmästargatan 2,,"Restaurang-, catering- och barverksamhet",6.0,2024-11-05,Utan avvikelse,6,59.351909044067334,18.10309084471706,Stockholms stad livsmedelskontroll
929BFD55-2734-458C-B469-27CCED4C301B,BIM.,Nybrogatan 23,,Detaljhandel,,2024-05-07,Utan avvikelse,7,59.33534680681934,18.077783150946946,Stockholms stad livsmedelskontroll
77597BB8-A218-4503-BB76-9FA2F4F089A0,Bacardi AB,Wallingatan 2,,Övrigt,8.0,2025-04-15,Utan avvikelse,6,59.33761316175254,18.058634743613112,Stockholms stad livsmedelskontroll
8C5818E5-DB7D-46C0-AEC3-4E586FA6B79C,Backstage Hotel/Pop story/Konsthallen,Djurgårdsvägen 68,,"Restaurang-, catering- och barverksamhet",4.0,2025-04-29,Utan avvikelse,18,59.324927985868015,18.096921767175292,Stockholms stad livsmedelskontroll
DAF2598D-CAD2-48B0-BBFF-AD2D2C8176AC,Backstreet Pub,Konstgjutarvägen 42,,"Restaurang-, catering- och barverksamhet",6.0,2025-03-26,,11,59.2947874705485,18.073709301726158,Stockholms stad livsmedelskontroll
DA83AD59-CE49-4F33-BC8C-9ACF149B1105,Bada & Bita,Flatenvägen 200,,"Restaurang-, catering- och barverksamhet",,2025-06-11,Utan avvikelse,11,59.25338490686614,18.162390572045798,Stockholms stad livsmedelskontroll
206C6A75-E773-4742-BEAA-D3DFEE22AC72,Bagarmossens Skola/ Fritidshem,Emågatan 15B,,"Restaurang-, catering- och barverksamhet",4.0,2024-05-15,Avvikelse,7,59.27976060072446,18.130384388865433,Stockholms stad livsmedelskontroll
9926CAF9-52A3-419E-959B-B3CD91978C6B,Bagarmossens Sushi,Lagaplan 5,,"Restaurang-, catering- och barverksamhet",6.0,2025-01-15,Utan avvikelse,21,59.27757690249898,18.132726425644837,Stockholms stad livsmedelskontroll
83DEFE3F-CB05-4149-A8BD-19001096DC31,Bagel deli,Sankt Göransgatan 67,,"Restaurang-, catering- och barverksamhet",7.0,2024-05-23,,20,59.33335888356428,18.03056988142687,Stockholms stad livsmedelskontroll
E30AABE7-3799-46C6-9A66-483451FAC555,Bageriet BAK,Söndagsvägen 3,,Tillverkning av bageri- och mjölprodukter,7.0,2025-06-10,Utan avvikelse,30,59.259198346729235,18.095489811732335,Stockholms stad livsmedelskontroll
32B0277F-797A-4603-AFBF-7BE9CF81BBC6,Ballbreaker Kungsholmen,Lindhagensgatan 114,,"Restaurang-, catering- och barverksamhet",5.0,2025-08-14,Utan avvikelse,26,59.33637811149094,18.011297803050027,Stockholms stad livsmedelskontroll
CE6B4577-27B8-4DDD-BC99-1C7F4DA71398,Baltex Health & Beatty AB,Gävlegatan 16,,Övrigt,8.0,2024-03-21,Utan avvikelse,7,59.309506032122236,18.09206679782383,Stockholms stad livsmedelskontroll
335D8F60-F238-41E8-9E08-3DD13555860E,Bamboo Asia,Storängstorget 3,,"Restaurang-, catering- och barverksamhet",6.0,2025-09-25,Utan avvikelse,17,59.35368249590926,18.088266162429328,Stockholms stad livsmedelskontroll
01C1E470-57AD-4F40-9E22-9F89684A205C,"Bandhagen Sushi, Ying Hua Sushi",Bandhagsplan 3,,"Restaurang-, catering- och barverksamhet",7.0,2025-03-06,Utan avvikelse,9,59.270175848766954,18.0486107713604,Stockholms stad livsmedelskontroll
D1E7D571-DAA4-43F1-B054-A23C6AD5A079,Bandängens Gruppbostad,Trollesundsvägen 44,,"Restaurang-, catering- och barverksamhet",,2025-03-04,Utan avvikelse,9,59.268699539785686,18.051878583512437,Stockholms stad livsmedelskontroll
165C0F8B-8AE6-48D8-8DBA-6A68171F2E7B,Banerportens förskolor,Rigagatan 1,,"Restaurang-, catering- och barverksamhet",6.0,2025-04-29,Utan avvikelse,6,59.33832460207095,18.099313920177686,Stockholms stad livsmedelskontroll
1874D222-F988-4B87-9297-32C57D30245D,Bangolfparken,Akalla By 10,,"Restaurang-, catering- och barverksamhet",8.0,2025-06-10,Utan avvikelse,6,59.41234433333084,17.912091951107424,Stockholms stad livsmedelskontroll
24053491-7F52-42E4-A798-97199D21EC74,Bankers corner,Mäster Samuelsgatan 17,,"Restaurang-, catering- och barverksamhet",4.0,2024-12-13,Utan avvikelse,15,59.33405274312102,18.07015404425587,Stockholms stad livsmedelskontroll
B9DA6C5B-97DE-4CBD-BBB0-237A5F2BD540,Bapuji Indisk Restaurang,Älvsjövägen 2,,"Restaurang-, catering- och barverksamhet",6.0,2025-09-18,Utan avvikelse,15,59.278290698513004,18.0064198318577,Stockholms stad livsmedelskontroll
94484376-6D56-4C76-AAFE-0EDF538F6166,Bar Montan,Hallgränd 39,,"Restaurang-, catering- och barverksamhet",7.0,2024-10-16,Utan avvikelse,11,59.29237522132694,18.078412821546753,Stockholms stad livsmedelskontroll
79866289-34D4-4AD5-80E0-860E02B47FD2,Bar Nombre,Odengatan 36,,"Restaurang-, catering- och barverksamhet",5.0,2024-12-12,,13,59.34496493612659,18.05873528923813,Stockholms stad livsmedelskontroll
EB3E29BF-DA2D-4C74-AA99-F7F95D3FD635,Bar Nordic,Vasagatan 52,,"Restaurang-, catering- och barverksamhet",,2025-02-05,Utan avvikelse,10,59.33458919436585,18.05603626996677,Stockholms stad livsmedelskontroll
C87D1D27-DCBF-4997-A563-C02503DCE04B,Bar Replik,Hornsgatan 70,,"Restaurang-, catering- och barverksamhet",,2025-05-21,Utan avvikelse,6,59.318509174426445,18.058610627711634,Stockholms stad livsmedelskontroll
DCACFAFA-48DC-4897-AAE5-B84D22AACE05,"Bar Schiacciate, Fleminggatan 14",Fleminggatan 14,,"Restaurang-, catering- och barverksamhet",,2025-04-09,Utan avvikelse,17,59.3328871887953,18.04555060155363,Stockholms stad livsmedelskontroll
57FC0A60-63D8-4DD8-A56E-DF772CC23373,Bara 2.Noll,Götgatan 103A,,"Restaurang-, catering- och barverksamhet",6.0,2024-06-19,,7,59.30714747663811,18.077512467457563,Stockholms stad livsmedelskontroll
CF13ED51-2AED-4918-9515-3D0A10D42513,Barnstugan Torpstugan,Torpstugegränd 5,,"Restaurang-, catering- och barverksamhet",5.0,2024-09-26,Utan avvikelse,9,59.38657963222752,17.908973696073126,Stockholms stad livsmedelskontroll
FAFA93E7-041C-465B-B10A-5F2ADC6D53AD,Base 23 Stockholm Dance Academy,Jungfrugatan 23,,"Restaurang-, catering- och barverksamhet",7.0,2024-10-02,Utan avvikelse,7,59.33841678097428,18.08302539103356,Stockholms stad livsmedelskontroll
EED88662-2EF9-4C4D-AA67-C5E2628F6A69,Bastard Burgers Alvik,Gustavslundsvägen 26,,"Restaurang-, catering- och barverksamhet",5.0,2024-02-19,Utan avvikelse,7,59.33276064569744,17.982323909514115,Stockholms stad livsmedelskontroll
8F3262BD-8203-4F25-A0F2-3E17EFE688A7,Bastard Burgers Birger Jarlsgatan,Birger Jarlsgatan 101,,"Restaurang-, catering- och barverksamhet",5.0,2025-07-01,Utan avvikelse,4,59.34767511277202,18.060374564466475,Stockholms stad livsmedelskontroll
C46FBD7E-9B34-47BA-8E7B-0D11645029D0,Bastard Burgers Hagastaden,Norra stationsgatan 58,,"Restaurang-, catering- och barverksamhet",5.0,2024-02-22,Utan avvikelse,7,59.3483180697614,18.03876297628182,Stockholms stad livsmedelskontroll
44F476B4-D51F-4EB0-B359-7FD73501081C,Bastard Burgers Medborgarplatsen,Folkungagatan 54,,"Restaurang-, catering- och barverksamhet",5.0,2025-08-14,Utan avvikelse,9,59.3142377472664,18.07463211594084,Stockholms stad livsmedelskontroll
670C9FB4-616D-4C74-B6C2-13EEC75D22FD,Bastard Burgers Vasastan,Rehnsgatan 22,,"Restaurang-, catering- och barverksamhet",5.0,2025-02-12,Utan avvikelse,15,59.34256836541423,18.05834453127695,Stockholms stad livsmedelskontroll
2C2E8861-9DCD-4FC6-B785-F08A36A574C4,Bastard Burgers foodtruck,,,"Restaurang-, catering- och barverksamhet",7.0,2024-09-06,Utan avvikelse,17,,,Stockholms stad livsmedelskontroll
1602023E-DD4E-4D5C-968F-BB73CB45ABB5,Beijing Tong Ren Tang,Odengatan 39,,Detaljhandel,8.0,2025-02-25,Utan avvikelse,5,59.344641795473905,18.058699581862633,Stockholms stad livsmedelskontroll
6FE1B642-8552-4044-ACA4-B4F2CE992C39,Beirut Foodbynatt I,Jan inghes torg 6,,"Restaurang-, catering- och barverksamhet",5.0,2025-09-04,Utan avvikelse,19,59.30849620132982,18.103486409353017,Stockholms stad livsmedelskontroll
45C1FBEC-A4C5-4F4E-9466-F5879238E54C,Beiruts Brygga,Husarviksgatan 12,,"Restaurang-, catering- och barverksamhet",6.0,2024-05-21,Utan avvikelse,9,59.35797446376931,18.086519141695547,Stockholms stad livsmedelskontroll
BF649B2C-AB52-46D1-B45E-502284C48F7D,Belgobaren,Bryggargatan 12A,,"Restaurang-, catering- och barverksamhet",6.0,2025-10-14,,37,59.33292728297402,18.05885506345599,Stockholms stad livsmedelskontroll
80CF819D-D1F4-44D1-AAF7-3E02058B84EC,Ben & Jerrys Liljeholmen,Nybohovsbacken 40,,Detaljhandel,8.0,2024-03-21,Utan avvikelse,6,59.30987781601322,18.021963539032736,Stockholms stad livsmedelskontroll
687D2042-240A-4E29-8395-736293E320B6,Bergstrands Gymnasium,Johannesfredsvägen 9,,"Restaurang-, catering- och barverksamhet",,2024-08-29,Utan avvikelse,9,59.34406263883226,17.969151840536483,Stockholms stad livsmedelskontroll
EC7726CB-5AE8-4EB0-9403-369A5FEAC3B3,Betna Restaurang,Edvard Griegsgången 12A,,"Restaurang-, catering- och barverksamhet",7.0,2025-09-03,,19,59.40844920694795,17.92782578001577,Stockholms stad livsmedelskontroll
384A8710-4026-400C-9C2B-E43CAF92053F,Betonia,Jussi björlings allé 5,,"Restaurang-, catering- och barverksamhet",,2025-09-15,Utan avvikelse,6,59.330859042665296,18.070832598593288,Stockholms stad livsmedelskontroll
67D55C0D-73EB-40A5-B641-E23EB261935A,Biblioteket Live,Medborgarplatsen 2,,"Restaurang-, catering- och barverksamhet",5.0,2025-02-26,Utan avvikelse,18,59.314535026074424,18.07182013579786,Stockholms stad livsmedelskontroll
5D33880C-8938-4EA0-9445-BA159DACC3C4,Big Sale ny,Skärholmstorget 1,,Detaljhandel,,2024-05-03,Utan avvikelse,7,59.276564326528366,17.90771800763935,Stockholms stad livsmedelskontroll
CBDFCCE0-7432-4B1F-8BA4-5880447ED267,BioSalma Fresh AB,Sveavägen 98,,Övrigt,8.0,2025-06-25,,11,59.34038600771708,18.060642790403513,Stockholms stad livsmedelskontroll
6505A131-421B-4D64-810D-A6FF88ABD098,Biografen Victoria,Götgatan 67,,"Restaurang-, catering- och barverksamhet",8.0,2025-03-18,Utan avvikelse,4,59.31273940401805,18.074368022455193,Stockholms stad livsmedelskontroll
7506C04A-ADBC-491E-B2F7-14370D148113,Birger Jarl,Birger Jarlsgatan 91,,"Restaurang-, catering- och barverksamhet",6.0,2025-08-07,Utan avvikelse,14,59.34687584638726,18.061128908798675,Stockholms stad livsmedelskontroll
4F38A71A-B2AE-4C4B-ADAA-5E1EF7A65042,Birkagårdens förskola Solägget,Birkagatan 16A,,"Restaurang-, catering- och barverksamhet",7.0,2024-02-20,Utan avvikelse,8,59.340287687605326,18.035021942861633,Stockholms stad livsmedelskontroll
B6EFB5C7-0EA0-4693-AF9C-8539A67DC209,Birkastans restaurang och pizzeria,Vikingagatan 16,,"Restaurang-, catering- och barverksamhet",5.0,2025-05-19,Utan avvikelse,26,59.34084476701687,18.03298407568099,Stockholms stad livsmedelskontroll
A1A04E17-B6CC-4142-B57A-8953CB76CDD1,Bishop´s Arms Vasagatan,Vasagatan 7,,"Restaurang-, catering- och barverksamhet",6.0,2025-03-10,,17,59.33197625981256,18.0577466231205,Stockholms stad livsmedelskontroll
BCBE4E5C-33D7-4B5B-94B8-9B2B26632C8E,Bistro Boheme Söder,Skånegatan 83,,"Restaurang-, catering- och barverksamhet",6.0,2025-10-14,Utan avvikelse,27,59.312940632073705,18.083876320388672,Stockholms stad livsmedelskontroll
B1A1F873-17B7-4E7E-B408-DD42D1623D27,Bistro Bromma,Spångavägen 138,,"Restaurang-, catering- och barverksamhet",5.0,2025-05-15,Utan avvikelse,16,59.3540530262664,17.915494909541458,Stockholms stad livsmedelskontroll
5CC7C076-993F-4E94-81E3-30E6081BD1C8,Bistro Capitol,Sankt Eriksgatan 82,,"Restaurang-, catering- och barverksamhet",6.0,2025-09-04,Utan avvikelse,10,59.34027806233371,18.037359071634423,Stockholms stad livsmedelskontroll
3B29BB1B-B2D2-49C4-B055-6A077CC38752,Bistro Garros,Gustavslundsvägen 159,,"Restaurang-, catering- och barverksamhet",3.0,2025-01-22,Utan avvikelse,17,59.332373700069844,17.98128966616782,Stockholms stad livsmedelskontroll
1A7E2860-39FC-4C48-9C5B-8262C691A3A8,Bistro Guld,Eastmansvägen 10,,"Restaurang-, catering- och barverksamhet",6.0,2025-07-22,Utan avvikelse,25,59.33952110750856,18.044177859652915,Stockholms stad livsmedelskontroll
