source_id,source_name,source_record_name,place_name,osm_type,osm_id,match_score,match_reason,distance_meters
CAEB7D88-8482-41F8-8913-ABE0BBEBA958,Stockholms stad livsmedelskontroll,Dalensgrill AB,Dalens Grill,catalog,1818868593,0.9955,nearby coordinates and similar name,4.1
8CACC54C-D568-4535-9733-8FD4563296A7,Stockholms stad livsmedelskontroll,Dashi,Dashi,catalog,1114176443,0.9897,nearby coordinates and similar name,9.3
50B8F20C-FED6-42E4-BE04-FB38C153B586,Stockholms stad livsmedelskontroll,Den gamle och havet,Den gamle och havet,catalog,3033981095,0.9971,nearby coordinates and similar name,2.6
DD1E8444-4D1D-4B7E-A6AF-5F8A226EB77E,Stockholms stad livsmedelskontroll,DiWine Restaurang,DiWINE,catalog,82768419,0.9841,nearby coordinates and similar name,14.3
563B45D1-9B6E-48C8-90BC-8D2E2708799B,Stockholms stad livsmedelskontroll,Därmed Pasta,Därmedpasta,catalog,1377877485,0.9779,nearby coordinates and similar name,19.9
A8797008-A5D1-4D4E-9AD2-35DB924B47EB,Stockholms stad livsmedelskontroll,E&G,E & G,catalog,717718238,0.976,nearby coordinates and similar name,21.6
7E77DAF9-0D33-498C-BAD9-55469100C7CB,Stockholms stad livsmedelskontroll,Eatalia,Eatalia,catalog,2124164875,0.9982,nearby coordinates and similar name,1.6
9985FAFE-AC97-4560-AAC1-8EA62CB41DAC,Stockholms stad livsmedelskontroll,Eatnam,Eatnam,catalog,2997171619,0.9907,nearby coordinates and similar name,8.4
D8496B74-280C-4D63-BA05-AE298C0C92C3,Stockholms stad livsmedelskontroll,Eatnam,Eatnam,catalog,3838298424,0.9749,nearby coordinates and similar name,22.6
C9520FBD-5C7B-487A-A32D-EFBDF20F8E05,Stockholms stad livsmedelskontroll,Ekstedt,Ekstedt,catalog,1286789438,0.994,nearby coordinates and similar name,5.4
2D15FAB4-CD3C-4FA5-A826-51671DDDA2B0,Stockholms stad livsmedelskontroll,Ernas Cafe,Erna's,catalog,3865509213,0.9944,nearby coordinates and similar name,5.1
68272114-9B05-4C26-AFFA-6443118029D6,Stockholms stad livsmedelskontroll,Fabrique,Fabrique,catalog,520980475,0.9961,nearby coordinates and similar name,3.5
CE3E6D27-068D-49AD-B56C-851F4F4D0C1E,Stockholms stad livsmedelskontroll,Ferm Bakery,Ferm,catalog,4157664935,0.9976,nearby coordinates and similar name,2.2
589424EB-C0A1-47FC-AA56-0239A30D26E4,Stockholms stad livsmedelskontroll,Folkungagrillen,Folkungagrillen,catalog,95277928,0.9525,nearby coordinates and similar name,42.7
928A0825-A394-4BC7-8594-9D173DDCABF9,Stockholms stad livsmedelskontroll,Fondueboden,Fondueboden,catalog,3858067027,0.9917,nearby coordinates and similar name,7.4
5E7A9A6F-BD53-4A72-B501-FD60A5641A70,Stockholms stad livsmedelskontroll,Food of India,Food of India,catalog,1473517010,0.9877,nearby coordinates and similar name,11.0
3C9395A0-A914-4924-8083-1261A9373921,Stockholms stad livsmedelskontroll,Forma,Forma,catalog,1250320859,0.9945,nearby coordinates and similar name,5.0
43109ABD-EA01-448B-A3EE-4B4B6B4CF1AF,Stockholms stad livsmedelskontroll,Fosch Artisan Pâtisserie,Fosch Artisan Pâtisserie,catalog,2712611080,0.9949,nearby coordinates and similar name,4.6
006280CF-A1E3-4E8F-B8AE-B4096361423C,Stockholms stad livsmedelskontroll,Fredhälls Källare,Fredhälls Källare,catalog,126950131,0.9841,nearby coordinates and similar name,14.3
8AB46DE2-F785-4294-B973-3AAEF26DA6E6,Stockholms stad livsmedelskontroll,Fåfängan Restaurang & Cafe,Fåfängan,catalog,2969016170,0.9911,nearby coordinates and similar name,8.0
F8361836-14F0-4F17-BCB8-5D0B46CA4B85,Stockholms stad livsmedelskontroll,Gaia,GAIA,catalog,1878956638,0.9909,nearby coordinates and similar name,8.2
397A0F9F-373B-4AA1-9DEF-42D010993134,Stockholms stad livsmedelskontroll,Gateau,Gateau,catalog,3896830353,0.9937,nearby coordinates and similar name,5.6
6EE42042-1983-4A7E-92AC-B43825298C8B,Stockholms stad livsmedelskontroll,German Beer Hall Norrtull,German Beer Hall Norrtull,catalog,4220018151,0.9738,nearby coordinates and similar name,23.5
67C42343-47CE-462C-8F38-F80F243B09FF,Stockholms stad livsmedelskontroll,Gigis hörna,Gigis Hörna,catalog,3475990965,0.9937,nearby coordinates and similar name,5.6
1DB7CA80-68EA-43C7-91F9-0D73A6E0B798,Stockholms stad livsmedelskontroll,Glupsk,Glupsk,catalog,1170255198,0.9964,nearby coordinates and similar name,3.2
0460F940-D9E0-4BC5-AC45-D77CB1C2C7DD,Stockholms stad livsmedelskontroll,GoChoo,Go Choo,catalog,4226978907,0.9894,nearby coordinates and similar name,9.5
2B4EFAAD-D4D0-4191-90AD-74AA0BD93A46,Stockholms stad livsmedelskontroll,Golden Kitchen,Golden Kitchen,catalog,4252128808,0.9823,nearby coordinates and similar name,15.9
AAFF123A-D210-43A2-A711-E4A81A906529,Stockholms stad livsmedelskontroll,Grannens Pizzeria,Grannens Pizzeria,catalog,3563162023,0.9799,nearby coordinates and similar name,18.1
F367267B-ECF9-42D0-8E4F-DECF7D1CC5A0,Stockholms stad livsmedelskontroll,Grillhörnan,Grillhörnan,catalog,1223606553,0.9868,nearby coordinates and similar name,11.8
FF570000-0B82-40BE-9EC9-6E0C8080D788,Stockholms stad livsmedelskontroll,Grillöversten,Grillöversten,catalog,2338675361,0.9944,nearby coordinates and similar name,5.0
DCE9F85B-3D06-489B-B923-EE18BB43591A,Stockholms stad livsmedelskontroll,Gula Kiosken,Gula Kiosken,catalog,4199281355,0.9961,nearby coordinates and similar name,3.5
348BD00C-35C0-4E08-96D4-E889A5856252,Stockholms stad livsmedelskontroll,Gullegårdens glutenfria bageri,Gullegårdens glutenfria bageri,catalog,3802874388,0.9956,nearby coordinates and similar name,4.0
C38D34AB-EEDA-4860-9CE4-C6260E5B4170,Stockholms stad livsmedelskontroll,H-hus,H-hus,catalog,1488435763,0.9917,nearby coordinates and similar name,7.5
D88EFBC5-AC0D-42BD-95F7-C04BC41B2682,Stockholms stad livsmedelskontroll,Hammarby Sushi & Dumplings,Hammarby Sushi & Dumplings,catalog,4293582644,0.993,nearby coordinates and similar name,6.3
A791D5F4-5849-4222-BDC4-BCA3603C8A89,Stockholms stad livsmedelskontroll,Hammurabi Restaurang,Hammurabi Restaurang,catalog,2341363992,0.9886,nearby coordinates and similar name,10.3
A07735D3-8543-4B17-A083-9278DE32D3D3,Stockholms stad livsmedelskontroll,Hantverket på Hörnet,Hantverket på Hörnet,catalog,4139115627,0.9944,nearby coordinates and similar name,5.0
25ECAF34-449C-4173-9E4B-A6A802A494A5,Stockholms stad livsmedelskontroll,Happy Wiener,Happy Wiener,catalog,3480385543,0.9986,nearby coordinates and similar name,1.2
AB7838C0-755C-4484-9FCE-E4673D0F62CE,Stockholms stad livsmedelskontroll,Hasselsson 1,Hasselsson,catalog,405749748,0.9814,nearby coordinates and similar name,4.7
C55D60C6-25D7-4DD7-BE5F-52297B81763B,Stockholms stad livsmedelskontroll,Heat Kista,Heat Kista,catalog,2743204548,0.9862,nearby coordinates and similar name,12.4
55F56312-8600-4BB9-96CC-99A0CD2472F0,Stockholms stad livsmedelskontroll,Hemma hos Kaj,Hemma hos Kaj,catalog,2029161952,0.9955,nearby coordinates and similar name,4.0
A7FF4C9B-0C28-4D85-B450-1196732B68C2,Stockholms stad livsmedelskontroll,Himmelska Hundar,Himmelska hundar,catalog,2085610986,0.9929,nearby coordinates and similar name,6.4
B7FED0A7-3801-483F-9C3D-5FDDDD2BC5FA,Stockholms stad livsmedelskontroll,Hinode Wok,Hinode Wok,catalog,1076795293,0.9968,nearby coordinates and similar name,2.9
85280AEB-DDF0-44F7-800A-5E9E514D6289,Stockholms stad livsmedelskontroll,Ho's Tapas Kök & Bar,Ho's tapas kök & bar,catalog,3297982866,0.9908,nearby coordinates and similar name,8.3
70B806A1-5DCE-4497-8B05-39592BE801B8,Stockholms stad livsmedelskontroll,Holy Greens,Holy Greens,catalog,1783690478,0.9951,nearby coordinates and similar name,4.4
C1949E12-2405-4FDE-8003-617FBCD2540C,Stockholms stad livsmedelskontroll,Husby Gård Cafe,Husby gård,catalog,510195244,0.997,nearby coordinates and similar name,2.7
6B502675-036B-4989-824A-316FBDEB888D,Stockholms stad livsmedelskontroll,Häktet,Häktet,catalog,4252473729,0.9935,nearby coordinates and similar name,5.8
544E5657-D284-4FC0-A7B7-775E51A40578,Stockholms stad livsmedelskontroll,"Höjdens Grill,",Höjdens Grill,catalog,3801214073,0.9823,nearby coordinates and similar name,15.9
8CCEA027-5A98-4334-AF82-EAB1F0438197,Stockholms stad livsmedelskontroll,Ikawa Sushi,Ikawa Sushi,catalog,2535410277,0.9941,nearby coordinates and similar name,5.3
E65FA3E4-76CE-42AE-AFFD-195F273E93CF,Stockholms stad livsmedelskontroll,Ikiru Sushi,Ikiru sushi,catalog,3435140059,0.9874,nearby coordinates and similar name,11.4
994895F3-476B-4343-9D7F-7320F2040135,Stockholms stad livsmedelskontroll,Il Caffe,il Caffe,catalog,3304320975,0.9425,nearby coordinates and similar name,51.8
0ECCDB0A-3A14-4167-8657-C8FD44E5E66D,Stockholms stad livsmedelskontroll,Il Conte,Il Conte,catalog,844763480,0.9444,nearby coordinates and similar name,50.1
9E15C1BF-31C2-4FC7-A8AB-2EFC279A006C,Stockholms stad livsmedelskontroll,Il Piatto,Il Piatto,catalog,1877921463,0.9587,nearby coordinates and similar name,37.2
F4C6F85D-ED96-4EA2-B37D-36F67EC10719,Stockholms stad livsmedelskontroll,India´s,India's,catalog,2329824129,0.9857,nearby coordinates and similar name,12.9
5516FBD3-A168-4124-AED3-FF7BB24C1C03,Stockholms stad livsmedelskontroll,Ivanders Pizzeria,Ivanders Pizzeria,catalog,4074839468,0.9971,nearby coordinates and similar name,2.6
DAF130E3-E419-4362-9BF7-145BA9330198,Stockholms stad livsmedelskontroll,Izgara Grill,Cizgara grill,catalog,585410500,0.9845,nearby coordinates and similar name,3.0
E37F2A68-7DEF-4CFD-AA12-CC0517EB3082,Stockholms stad livsmedelskontroll,Izmir Kebab,Izmir Kebab,catalog,3654288007,0.9738,nearby coordinates and similar name,23.6
5D323CF8-9A9F-4684-91C5-A4E38D9A1DFE,Stockholms stad livsmedelskontroll,Jack`s Burger,Jack's Burger,catalog,3714222297,0.9882,nearby coordinates and similar name,10.7
A474CEEC-58DB-4A39-A4C6-1D8919134D28,Stockholms stad livsmedelskontroll,Java Whiskers,Java Whiskers,catalog,954100628,0.9892,nearby coordinates and similar name,9.7
224BC679-CADA-4664-A1F1-8CE8CDFCA3EC,Stockholms stad livsmedelskontroll,Jeans Kök,Jean’s Kök,catalog,794300183,0.962,nearby coordinates and similar name,34.2
A2FD5070-84A1-4CB6-A456-9DEA628FA6B7,Stockholms stad livsmedelskontroll,Joe & The Juice,Joe & The Juice,catalog,2326988995,0.9826,nearby coordinates and similar name,15.7
EADF18DD-D463-43F3-8854-08637F27346F,Stockholms stad livsmedelskontroll,Joe & The Juice 2,Joe & The Juice,catalog,2359455287,0.9741,nearby coordinates and similar name,12.4
9BACBA82-BC6F-46CC-83C0-A1984513B26D,Stockholms stad livsmedelskontroll,Johan & Nyström,Johan & Nyström,catalog,1273030974,0.9867,nearby coordinates and similar name,12.0
E0F482AB-0330-413C-9EDA-9CD85BF8B3BA,Stockholms stad livsmedelskontroll,Josefina,Josefina,catalog,920635731,0.9689,nearby coordinates and similar name,28.0
EF68A4C7-8528-4504-88BA-3FACD432BFEE,Stockholms stad livsmedelskontroll,Kaferang,Kaferang,catalog,1576785402,0.992,nearby coordinates and similar name,7.2
B29912C2-160D-4C31-BC5C-6A9C58807301,Stockholms stad livsmedelskontroll,Kaffe Express Colombia,Kaffe & Restaurang Express Colombia,catalog,4181974832,0.999,nearby coordinates and similar name,0.9
17FBBC19-7F0A-4645-9537-786D145764AD,Stockholms stad livsmedelskontroll,Kaffekoppen,Kaffekoppen,catalog,3479966582,0.9937,nearby coordinates and similar name,5.7
4222683E-2E21-4714-BA65-0421E2D5324C,Stockholms stad livsmedelskontroll,Kanaans Trädgårdscafe,Kanaans Trädgårdscafe,catalog,455582467,0.9936,nearby coordinates and similar name,5.8
3C3FA8DB-301F-4A57-AED2-E9DFF5C65B04,Stockholms stad livsmedelskontroll,Karamellaffären,Karamellaffären,catalog,302326372,0.9963,nearby coordinates and similar name,3.4
DF48F470-DBEB-4A39-A827-3B7724595448,Stockholms stad livsmedelskontroll,Karla Cafe,Karla Café,catalog,324353114,0.9887,nearby coordinates and similar name,10.2
C380CB36-E3D8-420A-BB74-14A122CCD5E7,Stockholms stad livsmedelskontroll,Kasta Loss Bar & Bistro,Kasta Loss Bar & Bistro,catalog,1812405780,0.9027,nearby coordinates and similar name,87.5
EB6D5768-5CA2-4476-AAE4-E38CFB204698,Stockholms stad livsmedelskontroll,Kebab Kitchen,Kebab Kitchen,catalog,655775174,0.9941,nearby coordinates and similar name,5.3
FD637F79-9606-468F-8847-A30B7153EFA7,Stockholms stad livsmedelskontroll,Kebab-Ish,Kebab-ish,catalog,1101251116,0.9714,nearby coordinates and similar name,25.7
06C5C751-A3BA-43D2-BBD5-6D30360162F8,Stockholms stad livsmedelskontroll,Kokvrån,Kok Vrån,catalog,4093219763,0.9972,nearby coordinates and similar name,2.5
51248B57-B8FF-405A-B301-7F0DC2431D2A,Stockholms stad livsmedelskontroll,Kulturhuset Stories,Kulturhuset Stories,catalog,4070216558,0.9388,nearby coordinates and similar name,55.1
87185B9E-6F48-4C79-BD92-EE6AE90A7427,Stockholms stad livsmedelskontroll,Kungsholmens Vinbar,Kungsholmens Vinbar,catalog,1430496059,0.9898,nearby coordinates and similar name,9.2
63BEA721-A32D-4120-B416-E2A1E786C1AE,Stockholms stad livsmedelskontroll,Kungstensgatan 12 Café & Restaurang,Kungstensgatan 12,catalog,1191773915,0.9903,nearby coordinates and similar name,8.7
7A58CA85-0F20-48F2-AA61-A0BE9BBC977A,Stockholms stad livsmedelskontroll,Kärrtorps Krog,Kärrtorps krog,catalog,2163887409,0.9917,nearby coordinates and similar name,7.4
4290F587-1CBE-4305-A9A5-E0123CBD1874,Stockholms stad livsmedelskontroll,L Avventura,L'Avventura,catalog,3428207902,0.9893,nearby coordinates and similar name,9.6
DC2D63DF-EBC3-4576-9867-7D88C52188ED,Stockholms stad livsmedelskontroll,La Barra,La Barra,catalog,2523083599,0.9937,nearby coordinates and similar name,5.7
BB8B6400-8D18-4E2F-B6BC-533CDC6083D7,Stockholms stad livsmedelskontroll,La Favorita,La Favorita,catalog,1184747846,0.99,nearby coordinates and similar name,9.0
6F2B24F2-F6D6-4CDB-A4D4-CB01E6392820,Stockholms stad livsmedelskontroll,La Pizza,La Pizza,catalog,2546061570,0.9797,nearby coordinates and similar name,18.3
1DF2A8A7-6F76-4DBF-803C-1048DE771FCD,Stockholms stad livsmedelskontroll,Lao Wai,Lao Wai,catalog,1753940274,0.9953,nearby coordinates and similar name,4.3
7BE7DA2E-9EBF-4035-9ED8-E4275B6977D0,Stockholms stad livsmedelskontroll,Le PassePartout,Le Passepartout,catalog,2423426684,0.9833,nearby coordinates and similar name,15.0
4E303995-FA34-4DC9-802D-C5B4642EF856,Stockholms stad livsmedelskontroll,Lebanon MezaLounge,Lebanon Meza Lounge,catalog,934463417,0.9931,nearby coordinates and similar name,6.2
BE2BEB4F-A285-4C01-AEC1-25C16CE11B96,Stockholms stad livsmedelskontroll,Lemon & Chili.,Lemon & Chili,catalog,2888019769,0.9947,nearby coordinates and similar name,4.8
1002F927-6AFA-4502-B420-D54E4DE29764,Stockholms stad livsmedelskontroll,Lilla Parkkaféet,Lilla Parkkaféet,catalog,4026761287,0.9875,nearby coordinates and similar name,11.3
92F1CC45-3EF5-42E7-B198-32562F689E38,Stockholms stad livsmedelskontroll,Lilys Burger,Lily's Burger,catalog,3803373905,0.9903,nearby coordinates and similar name,8.8
1A5618C4-A846-4F2E-BE74-8A2051CF4B24,Stockholms stad livsmedelskontroll,Långbro Värdshus,Långbro värdshus,catalog,2797294661,0.9899,nearby coordinates and similar name,9.1
2B9F0BD0-255B-4C30-B8BE-4E864F9335FD,Stockholms stad livsmedelskontroll,MGL Sushi,MGL Sushi,catalog,1852579945,0.993,nearby coordinates and similar name,6.3
1600CA53-DAC8-4AB1-BB60-526AE3F0D0E4,Stockholms stad livsmedelskontroll,Magari Pizza,Magari Pizza,catalog,2073164784,0.9916,nearby coordinates and similar name,7.5
2446210A-54B6-4120-AC38-3885D6606635,Stockholms stad livsmedelskontroll,Mahalo,Mahalo,catalog,2696825579,0.9898,nearby coordinates and similar name,9.2
C4EFACFC-DA04-4DA7-832C-9628EA6B034F,Stockholms stad livsmedelskontroll,Mandarin Sea City,Mandarin Sea City,catalog,3019829081,0.9791,nearby coordinates and similar name,18.8
E59416AC-8107-4AA4-B5A1-944B13053B3E,Stockholms stad livsmedelskontroll,Matcha-Ya,Matcha ya,catalog,1322021389,0.9864,nearby coordinates and similar name,12.2
9CD34007-5C12-4A77-93C0-55754131B573,Stockholms stad livsmedelskontroll,Maxigrillen,Maxi grillen,catalog,248740135,0.9393,nearby coordinates and similar name,54.6
893FFD04-6D5A-4A00-8631-1B9E1245AFC7,Stockholms stad livsmedelskontroll,Miss Puri,Miss Puri,catalog,2772121423,0.9948,nearby coordinates and similar name,4.7
118D4189-E9EA-42C3-9D1A-7BC2A7DE8CE1,Stockholms stad livsmedelskontroll,Monster Chicken,Monster Chicken,catalog,3767489150,0.9975,nearby coordinates and similar name,2.2
EC00BA9F-A297-4D8E-AE22-CE6E6B405CF2,Stockholms stad livsmedelskontroll,Mormors Dumpling,Mormors dumpling,catalog,15634619,0.9936,nearby coordinates and similar name,5.8
FA48BFDB-9FA8-4E30-98C0-921D7D98BCD2,Stockholms stad livsmedelskontroll,Mr French,Mr. French,catalog,3916370989,0.9967,nearby coordinates and similar name,2.9
B3A77AAF-420F-4224-B725-23EE0A807BF3,Stockholms stad livsmedelskontroll,NISCH,nisch,catalog,2955254794,0.9856,nearby coordinates and similar name,12.9
B9D245E0-F5D1-4C1A-A4EB-4FB4F6E97A4B,Stockholms stad livsmedelskontroll,NK Art Bakery,NK Art Bakery,catalog,1042180811,0.9781,nearby coordinates and similar name,19.7
2FD9A3A8-8822-4523-86BD-96BC3F9A17B8,Stockholms stad livsmedelskontroll,Naked Fish,Naked Fish,catalog,2099978809,0.9957,nearby coordinates and similar name,3.9
0BFB9D86-D0E7-45B7-87BA-8960ED98009F,Stockholms stad livsmedelskontroll,Nana Omakase,Nana omakase,catalog,4010443792,0.9976,nearby coordinates and similar name,2.2
58C5150C-5779-4A8E-AC87-1CFC9DCAA21E,Stockholms stad livsmedelskontroll,Nejos Cafe,Nejo’s Café,catalog,901469371,0.9977,nearby coordinates and similar name,2.1
08EA5C80-DB08-4E03-8A90-450201A797C0,Stockholms stad livsmedelskontroll,Nockeby Pizzeria,Nockeby Pizzeria,catalog,2734105689,0.9915,nearby coordinates and similar name,7.7
E4D10A03-C80F-4D11-ABDA-FF398AFE0669,Stockholms stad livsmedelskontroll,Non Solo Bar,Non Solo Bar,catalog,430290018,0.9901,nearby coordinates and similar name,8.9
74991126-248A-410B-A76D-354CC8DCDFF6,Stockholms stad livsmedelskontroll,Noorm,Noorm,catalog,3296311704,0.995,nearby coordinates and similar name,4.5
7AB77CE4-F9A0-412B-A807-9D8409FFC9E2,Stockholms stad livsmedelskontroll,Nyko Kitchen,Nyko Kitchen,catalog,466703614,0.9809,nearby coordinates and similar name,17.2
95BC443E-4C26-4449-90FF-A168AAA82813,Stockholms stad livsmedelskontroll,Operakällaren,Operakällaren,catalog,1647141076,0.9529,nearby coordinates and similar name,42.4
6512DF4A-38B7-473B-B696-E687EAAD87E1,Stockholms stad livsmedelskontroll,Opizzicato,O'Pizzicato,catalog,3421669829,0.9861,nearby coordinates and similar name,12.5
C21B523E-7AB4-4BFE-A9D6-2B650EF1BD7F,Stockholms stad livsmedelskontroll,Oummi,Oummi,catalog,466077079,0.9959,nearby coordinates and similar name,3.7
74BC1D00-8CE2-4E0A-94E2-46A392A24794,Stockholms stad livsmedelskontroll,Oyster Bar,Oyster Bar,catalog,1905240722,0.988,nearby coordinates and similar name,10.8
A696498B-A62B-488F-9165-57FC4C7C45BD,Stockholms stad livsmedelskontroll,Panpans kök,Panpan's kök,catalog,1116057225,0.9803,nearby coordinates and similar name,17.7
EE25A9DA-6D4F-4FDB-8797-5832A4BFCAB2,Stockholms stad livsmedelskontroll,Pascha Deli,Pascha Deli,catalog,4064063324,0.9975,nearby coordinates and similar name,2.2
4E5C740F-E7EF-4AE0-A4FD-B88B4FCB35FF,Stockholms stad livsmedelskontroll,Pizza Hut,Pizza Hut,catalog,4021475046,0.9784,nearby coordinates and similar name,19.5
D3B5B9BC-249B-4A77-AFBA-965C3766C5CC,Stockholms stad livsmedelskontroll,Pizza Punks,Pizza Punks,catalog,4288189408,0.9972,nearby coordinates and similar name,2.5
80A6D5E4-D356-4A5B-89E3-437E16910C9E,Stockholms stad livsmedelskontroll,Pizzeria Delice,Pizzeria Delize,catalog,1182791648,0.9723,nearby coordinates and similar name,6.9
77303E77-7408-45DC-A398-8E66C0F394AE,Stockholms stad livsmedelskontroll,Pizzeria Spader Dam,Pizzeria Spader Dam,catalog,3614805225,0.9856,nearby coordinates and similar name,13.0
33BC3BEE-BF55-43CE-9E2E-BC48113FF8BA,Stockholms stad livsmedelskontroll,Pizzeria Tranan,Pizzeria Tranan,catalog,1349342182,0.9885,nearby coordinates and similar name,10.4
124A2DCC-D43D-42F9-865D-3332DA25D9CF,Stockholms stad livsmedelskontroll,Pomona,Bageri Pomona,catalog,3078524682,0.9935,nearby coordinates and similar name,5.9
E95DC4E4-DABF-47A4-A197-294FEFA54CCF,Stockholms stad livsmedelskontroll,Reload foodbar,Reload Foodbar,catalog,3504360965,0.9976,nearby coordinates and similar name,2.1
0EE0CC19-F6F8-47CD-9123-142C58BE9B05,Stockholms stad livsmedelskontroll,Restaurang 88,Restaurang 88,catalog,3652739713,0.9626,nearby coordinates and similar name,33.7
EC638775-BB4F-4B51-987D-030C42AD5321,Stockholms stad livsmedelskontroll,Restaurang B.A.R.,B.A.R.,catalog,1606811047,0.9783,nearby coordinates and similar name,19.6
125F570F-D4B7-4983-AB3A-ABA93E22DC7D,Stockholms stad livsmedelskontroll,Restaurang Bleck,Bleck,catalog,1572798615,0.9675,nearby coordinates and similar name,29.2
36CEAEE2-7190-4A40-9F62-2C1AEAB5C510,Stockholms stad livsmedelskontroll,Restaurang Caliente,Caliente,catalog,2715479736,0.997,nearby coordinates and similar name,2.7
D0059EF7-48F8-475A-A18A-265355F2C55B,Stockholms stad livsmedelskontroll,Restaurang Casa Del Lago,CASA del LAGO,catalog,2103098723,0.9925,nearby coordinates and similar name,6.7
3AD8C14D-CCFA-4EA3-A274-750F2C9ADD67,Stockholms stad livsmedelskontroll,Restaurang Esperanza,Esperanza,catalog,2095269995,0.9954,nearby coordinates and similar name,4.2
56028D13-0963-4ACB-A6A3-34D0EBD9B33D,Stockholms stad livsmedelskontroll,Restaurang Esperia,Esperia,catalog,2493870994,0.9839,nearby coordinates and similar name,14.5
A5268657-8DB0-4421-A2C1-07C931FA3AB0,Stockholms stad livsmedelskontroll,Restaurang Farang,Farang,catalog,2927018865,0.9927,nearby coordinates and similar name,6.5
7AA8F67E-4354-4168-AC59-EB29FEC2D620,Stockholms stad livsmedelskontroll,Restaurang Gandhi,Gandhi,catalog,2563585293,0.9934,nearby coordinates and similar name,6.0
B151CFF4-5615-40AA-BF8F-22C503CB2D1C,Stockholms stad livsmedelskontroll,Restaurang Guld Hörnan,Guldhörnan,catalog,1975661374,0.995,nearby coordinates and similar name,4.5
6886618E-4C3F-40A1-88D0-0E156BD664AC,Stockholms stad livsmedelskontroll,Restaurang Hantverket,Hantverket,catalog,1157470282,0.9876,nearby coordinates and similar name,11.2
6D834472-2165-4EA0-85C9-BAE697088C1A,Stockholms stad livsmedelskontroll,Restaurang Happy India,Happy India,catalog,3989731241,0.9939,nearby coordinates and similar name,5.4
887D5A41-3BEA-41B8-B310-48A3CCD66944,Stockholms stad livsmedelskontroll,Restaurang Hornhuset,Hornhuset,catalog,3571577416,0.9789,nearby coordinates and similar name,19.0
